FamilyMembers,HouseType,Occupation,IncomeLevel,WorkFromHome,Season,Temperature,Humidity,ACCount,ACHours,FanCount,LightCount,LEDPercentage,Cooler,Geyser,Refrigerator,WashingMachine,LaptopHours,TVHours,PreviousMonthUnits,MonthlyUnits,ElectricityBill,CarbonEmission,EstimatedBaseLoad
3,1BHK,Homemaker,Medium,Yes,Winter,14.9,58.5,0,0.0,3,8,36.2,0,0,1,1,2.0,3.9,141.6,122.1,449.65,100.16,141.47
5,2BHK,Employed,Very High,No,Summer,34.2,60.0,2,8.4,5,13,92.3,1,0,1,1,0.8,3.1,968.8,1011.6,7498.6,829.51,1061.5
4,4BHK,Student,Very High,Yes,Winter,11.1,50.6,3,0.0,8,18,66.2,0,1,1,1,4.9,5.1,222.4,209.9,864.54,172.14,214.86
3,2BHK,Student,Medium,Yes,Winter,16.6,44.8,0,0.0,4,9,33.9,0,1,1,1,7.3,2.4,159.5,144.0,547.98,118.08,158.38
3,2BHK,Employed,High,Partial,Winter,19.2,40.2,2,0.0,4,11,71.3,1,1,1,1,5.4,2.6,143.0,162.4,630.77,133.16,158.02
4,2BHK,Self-Employed,Very High,Partial,Spring,24.8,52.3,2,1.9,5,12,54.6,0,1,1,1,9.4,3.1,429.3,428.6,2542.95,351.44,412.69
4,2BHK,Homemaker,High,No,Summer,36.3,53.1,2,9.1,4,10,45.8,1,1,1,1,0.9,3.4,1090.9,923.7,6751.13,757.4,1114.56
5,4BHK,Homemaker,Low,No,Summer,34.9,63.3,2,8.8,9,19,21.2,0,1,1,1,1.2,5.8,484.6,996.8,7372.89,817.39,1191.43
6,2BHK,Homemaker,Medium,No,Summer,37.8,57.6,2,9.6,5,12,27.6,0,0,1,1,1.1,4.4,1219.7,964.1,7094.99,790.58,1171.29
3,2BHK,Employed,High,No,Spring,23.6,47.9,0,0.0,4,8,64.0,0,1,1,1,1.3,3.3,161.6,168.8,659.65,138.43,180.02
3,2BHK,Homemaker,Medium,No,Summer,37.0,69.3,0,0.0,4,9,42.7,1,1,1,1,0.2,5.9,212.4,235.4,1030.29,193.05,242.92
3,2BHK,Employed,High,Partial,Spring,31.9,52.2,1,2.9,4,10,44.0,0,1,1,1,6.8,2.5,356.7,354.2,1910.57,290.43,340.98
5,2BHK,Employed,High,Yes,Spring,24.8,47.4,1,1.8,6,11,47.3,1,0,1,1,10.1,3.8,364.9,333.5,1734.35,273.43,343.36
2,2BHK,Student,Medium,No,Monsoon,29.4,81.0,0,0.0,4,8,46.7,0,1,1,1,3.8,2.7,198.2,211.8,876.38,173.64,181.45
4,4BHK,Homemaker,High,No,Summer,35.0,56.7,1,8.2,7,17,49.1,0,1,1,1,0.9,5.0,756.6,706.1,4901.71,578.99,677.07
3,2BHK,Employed,High,Yes,Spring,27.7,49.0,1,2.1,5,11,59.1,1,1,1,1,8.7,2.4,319.3,344.1,1825.1,282.19,321.2
5,2BHK,Employed,High,No,Spring,28.7,51.8,1,2.3,5,11,40.6,0,1,1,1,4.9,3.0,367.7,325.2,1664.58,266.7,337.86
4,3BHK,Employed,Very High,No,Monsoon,28.9,82.7,2,3.9,6,13,83.0,0,1,1,1,4.3,2.8,581.5,671.1,4604.21,550.29,606.52
5,2BHK,Employed,High,Partial,Spring,31.0,50.6,2,2.8,6,14,64.0,0,0,1,1,8.4,2.6,204.6,498.7,3139.01,408.94,524.93
3,4BHK,Self-Employed,High,No,Spring,28.0,54.7,1,2.2,9,16,48.6,1,0,1,1,5.7,4.1,348.1,401.9,2315.81,329.53,407.07
8,2BHK,Student,Medium,Partial,Monsoon,32.1,83.6,2,4.8,8,13,49.8,1,1,1,1,3.3,4.6,689.1,870.0,6295.0,713.4,801.25
5,1BHK,Employed,Low,Yes,Winter,11.3,54.4,0,0.0,7,10,21.2,0,0,1,1,5.4,3.4,162.7,178.3,702.21,146.18,192.32
5,1BHK,Employed,Medium,Yes,Monsoon,28.7,76.3,0,0.0,4,9,33.1,0,0,1,1,8.6,4.8,229.9,229.3,990.45,188.03,218.47
6,1BHK,Employed,Low,No,Monsoon,30.7,87.4,1,4.3,3,9,30.4,0,0,1,1,3.9,4.3,727.0,365.0,2002.54,299.3,404.58
6,4BHK,Homemaker,Medium,Partial,Spring,27.8,40.6,1,2.1,9,19,43.3,1,1,1,1,0.5,3.4,377.0,426.3,2523.46,349.56,421.32
1,1BHK,Employed,Low,No,Spring,26.5,52.1,0,0.0,3,4,16.7,0,1,1,0,3.5,2.7,105.9,130.8,488.39,107.22,137.69
3,3BHK,Self-Employed,High,Yes,Winter,8.0,45.4,2,0.0,8,14,63.8,1,0,1,1,10.5,3.6,195.6,224.3,957.85,183.91,205.7
6,4BHK,Self-Employed,Very High,Yes,Monsoon,30.6,76.6,2,4.3,8,17,72.3,0,0,1,1,11.4,4.3,684.3,604.1,4034.49,495.33,726.62
4,3BHK,Employed,Low,No,Spring,28.1,52.2,0,0.0,6,14,6.1,0,0,1,1,0.5,2.0,281.7,287.2,1366.6,235.48,242.05
4,4BHK,Homemaker,Medium,Yes,Summer,42.0,61.9,2,11.1,7,17,24.2,1,1,1,1,1.7,3.4,907.4,1584.1,12364.59,1298.94,1413.53
5,3BHK,Employed,Medium,Yes,Spring,31.9,45.6,1,2.9,6,14,39.5,1,1,1,1,9.6,3.7,382.4,396.4,2269.2,325.03,415.15
5,4BHK,Employed,High,Partial,Winter,13.7,54.7,1,0.0,9,17,49.2,0,1,1,1,4.1,2.6,237.4,207.9,851.31,170.47,219.82
2,4BHK,Retired,Medium,Yes,Spring,22.5,48.8,1,1.8,9,13,33.0,0,1,1,1,1.7,4.5,376.2,327.0,1679.8,268.17,367.11
7,3BHK,Employed,Medium,No,Summer,33.3,66.4,1,7.9,8,20,42.5,0,0,1,1,4.1,4.9,775.6,655.9,4474.84,537.81,714.77
5,2BHK,Student,Medium,Yes,Summer,34.5,60.1,2,8.5,6,12,43.6,1,1,1,1,9.0,3.4,1390.7,1261.3,9621.34,1034.29,1117.39
3,4BHK,Employed,Low,No,Winter,10.0,40.8,1,0.0,8,19,33.8,0,0,1,1,2.7,1.8,193.9,208.9,857.85,171.3,203.03
4,2BHK,Homemaker,High,No,Summer,38.5,51.8,2,9.9,4,13,52.0,1,1,1,1,0.9,3.7,593.2,1017.4,7547.7,834.25,1206.27
5,3BHK,Student,Medium,No,Summer,32.0,65.1,0,0.0,6,14,34.1,0,0,1,1,4.5,3.8,394.7,270.5,1258.49,221.84,262.72
3,3BHK,Employed,Low,No,Winter,16.4,50.6,0,0.0,6,13,17.9,0,1,1,1,7.8,4.4,165.7,197.7,789.65,162.11,196.36
4,4BHK,Employed,High,No,Monsoon,27.7,83.1,3,3.8,8,17,60.6,0,1,1,1,5.1,3.9,1757.7,685.1,4722.95,561.74,832.73
4,2BHK,Employed,Medium,No,Spring,24.3,50.0,1,1.8,6,9,36.4,0,1,1,1,3.3,3.0,278.5,299.1,1444.24,245.27,314.25
8,2BHK,Student,High,No,Monsoon,29.0,86.0,1,3.8,6,14,58.5,0,0,1,1,3.9,5.2,593.1,491.8,3080.29,403.28,454.12
4,2BHK,Homemaker,Low,Yes,Spring,30.7,53.3,0,0.0,5,10,26.8,0,1,1,1,3.5,4.7,223.0,235.8,1032.39,193.32,227.64
3,1BHK,Employed,Medium,No,Summer,42.0,51.2,1,10.4,2,7,42.0,0,1,1,1,3.6,3.3,624.9,535.3,3449.71,438.91,659.54
6,2BHK,Employed,High,No,Summer,37.2,57.6,1,8.9,9,10,55.6,0,1,1,1,1.0,5.1,730.6,743.6,5220.36,609.73,741.63
7,2BHK,Student,Low,Partial,Winter,20.7,56.3,1,0.0,6,15,16.6,0,0,1,1,5.9,2.8,202.0,267.4,1237.79,219.23,217.65
2,4BHK,Self-Employed,High,No,Summer,39.4,64.9,1,9.9,7,16,64.8,0,1,1,1,4.1,0.6,810.9,696.0,4815.84,570.7,738.27
4,2BHK,Retired,High,No,Winter,15.8,58.5,2,0.0,5,9,50.6,1,1,1,1,2.1,5.5,693.0,172.4,675.97,141.4,172.56
4,2BHK,Homemaker,Medium,No,Monsoon,29.6,72.9,1,3.7,4,12,41.2,1,0,1,1,0.5,4.9,417.8,475.0,2937.08,389.46,413.08
2,3BHK,Homemaker,Medium,Partial,Winter,18.6,58.8,1,0.0,6,10,38.3,0,0,1,1,2.2,2.6,168.2,173.6,681.26,142.36,157.08
7,2BHK,Employed,Low,No,Monsoon,28.7,74.2,1,3.5,6,13,33.6,0,0,1,1,2.9,5.4,276.6,407.1,2360.6,333.85,435.76
4,3BHK,Self-Employed,High,No,Spring,24.7,50.2,2,1.9,8,15,53.5,0,1,1,1,5.7,3.8,455.9,426.1,2521.53,349.37,465.67
4,2BHK,Homemaker,Medium,No,Monsoon,28.8,82.5,2,3.9,4,9,30.5,1,0,1,1,0.8,4.6,1160.5,611.3,4096.44,501.3,600.48
5,1BHK,Employed,High,Partial,Spring,27.3,54.9,1,2.0,3,10,58.8,1,1,1,1,5.1,4.3,384.5,256.8,1169.12,210.57,291.93
3,2BHK,Student,Low,No,Spring,30.2,56.4,0,0.0,7,12,17.0,0,1,1,1,2.4,1.1,216.5,252.5,1141.24,207.05,247.95
5,4BHK,Homemaker,Medium,Yes,Winter,13.9,45.5,2,0.0,8,20,33.9,1,1,1,1,1.2,5.9,231.7,267.8,1240.9,219.62,239.11
6,2BHK,Self-Employed,Medium,Yes,Spring,29.1,42.7,1,2.4,6,10,27.6,1,1,1,1,10.1,4.1,452.0,375.8,2094.72,308.2,382.87
3,1BHK,Employed,High,No,Monsoon,28.7,82.0,0,0.0,5,7,51.3,1,0,1,1,2.9,2.7,218.4,214.6,894.6,175.93,225.18
6,4BHK,Self-Employed,Medium,Partial,Spring,27.1,50.7,1,2.0,9,18,30.0,1,1,1,1,4.7,5.4,358.7,481.1,2989.28,394.5,433.91
4,3BHK,Employed,Low,Yes,Spring,27.1,50.3,1,2.0,6,18,18.2,0,0,1,1,10.3,2.9,389.9,385.7,2178.24,316.25,372.58
2,3BHK,Retired,Low,Yes,Summer,37.7,60.7,1,9.1,5,10,16.7,0,0,1,1,1.0,1.8,637.8,704.2,4885.72,577.45,648.93
2,1BHK,Student,Medium,Partial,Monsoon,31.7,80.4,0,0.0,4,6,33.7,0,0,1,1,7.1,1.0,135.8,183.2,724.26,150.2,180.01
3,2BHK,Homemaker,High,No,Monsoon,30.4,81.2,1,4.1,4,9,42.3,0,1,1,1,0.0,0.8,628.0,376.8,2103.09,309.0,373.36
4,3BHK,Homemaker,High,Yes,Spring,32.0,48.3,3,3.2,6,14,51.5,0,0,1,1,0.5,3.2,629.8,768.9,5435.5,630.48,702.64
1,3BHK,Retired,High,Yes,Summer,36.6,62.4,1,8.8,5,12,68.1,1,1,1,0,2.1,8.3,641.6,712.7,4958.23,584.44,677.27
4,4BHK,Employed,Medium,No,Summer,37.9,60.1,3,10.2,8,15,30.5,0,0,1,1,3.8,2.5,671.4,1663.8,13042.47,1364.33,1772.76
6,3BHK,Self-Employed,Medium,No,Monsoon,28.6,80.9,1,3.6,6,16,24.7,0,1,1,1,3.7,3.8,701.4,452.4,2745.45,370.97,444.76
4,2BHK,Homemaker,Low,Partial,Summer,40.3,63.8,0,0.0,4,11,13.1,0,1,1,1,1.0,3.4,220.2,235.3,1029.76,192.98,217.99
4,2BHK,Employed,Low,No,Summer,34.0,59.6,1,7.9,6,12,14.3,0,0,1,1,0.9,3.6,322.6,641.5,4352.93,526.05,629.21
3,3BHK,Employed,Medium,Yes,Winter,19.6,48.1,1,0.0,6,14,47.2,0,0,1,1,8.9,1.4,186.9,193.2,769.39,158.42,181.77
3,3BHK,Employed,Low,No,Spring,28.9,47.6,0,0.0,6,13,6.1,0,1,1,1,7.5,3.3,177.9,250.9,1131.04,205.76,253.3
3,2BHK,Homemaker,Medium,Yes,Monsoon,26.4,85.9,1,3.2,5,10,37.6,0,1,1,1,3.0,4.8,732.3,361.8,1975.14,296.66,368.41
4,2BHK,Self-Employed,High,Yes,Winter,12.9,44.3,1,0.0,5,11,49.4,0,1,1,1,7.0,3.1,459.5,181.0,714.39,148.4,176.24
5,2BHK,Self-Employed,High,No,Monsoon,31.2,80.7,2,4.5,5,12,51.2,0,0,1,1,5.5,2.7,1171.9,579.2,3822.89,474.91,662.93
1,3BHK,Homemaker,Medium,Yes,Spring,28.6,51.5,0,0.0,5,11,32.1,1,1,1,0,1.7,3.3,133.4,204.0,826.27,167.31,192.58
3,2BHK,Homemaker,Low,Partial,Monsoon,33.6,77.1,1,4.8,6,10,17.3,0,0,1,1,1.4,5.9,1041.7,453.1,2751.3,371.54,475.79
5,1BHK,Employed,Medium,Yes,Summer,37.5,59.4,0,0.0,5,12,48.3,0,0,1,1,6.8,4.4,213.2,252.2,1139.39,206.82,250.19
7,3BHK,Employed,Medium,No,Winter,15.7,49.8,0,0.0,8,18,39.8,0,1,1,1,6.0,3.8,217.6,254.5,1154.52,208.72,242.54
5,4BHK,Employed,Low,No,Summer,32.7,60.0,1,7.5,9,18,31.9,0,1,1,1,2.6,4.8,712.6,705.6,4897.95,578.63,692.16
8,3BHK,Homemaker,Very High,No,Monsoon,32.0,73.9,1,4.3,10,18,65.4,0,1,1,1,1.6,7.0,453.4,589.6,3911.96,483.51,567.28
4,1BHK,Self-Employed,High,No,Summer,36.6,57.3,1,8.7,4,7,58.0,0,0,1,1,1.2,5.8,626.8,656.5,4480.65,538.37,619.23
3,2BHK,Employed,Low,No,Summer,38.5,64.6,0,0.0,4,9,21.0,0,1,1,1,1.7,4.1,197.5,200.7,804.3,164.54,205.61
3,3BHK,Employed,High,Partial,Summer,33.8,61.4,2,8.4,5,12,58.1,0,0,1,1,6.4,3.4,1225.1,865.7,6258.08,709.84,1033.28
3,4BHK,Employed,High,Yes,Summer,34.5,58.3,1,8.1,8,14,53.6,1,1,1,1,9.4,3.4,387.1,809.7,5782.45,663.95,719.59
5,3BHK,Homemaker,Low,Yes,Spring,26.1,49.1,0,0.0,7,16,25.1,0,0,1,1,1.4,4.3,239.7,267.3,1237.22,219.16,277.09
6,2BHK,Student,Medium,No,Spring,29.3,47.2,2,2.5,7,13,37.8,1,0,1,1,7.8,1.9,533.5,531.9,3421.54,436.2,518.88
5,4BHK,Student,High,Yes,Winter,13.3,47.5,1,0.0,9,18,47.8,0,1,1,1,6.2,3.7,235.5,238.9,1052.75,195.89,231.92
3,1BHK,Employed,Very High,Partial,Spring,26.9,47.0,1,2.0,3,5,79.1,1,1,1,1,5.4,2.9,168.0,281.9,1332.06,231.12,260.87
2,2BHK,Employed,Low,No,Winter,10.6,46.5,1,0.0,4,12,36.1,0,0,1,1,2.9,1.8,161.4,154.7,596.32,126.89,148.92
3,1BHK,Employed,Low,Yes,Spring,25.5,54.4,1,1.8,2,7,16.2,0,0,1,1,11.1,3.5,249.4,281.0,1326.26,230.39,257.07
4,3BHK,Employed,Low,Yes,Monsoon,29.0,80.0,0,0.0,8,14,20.7,0,1,1,1,8.6,1.9,389.4,306.0,1501.17,250.94,289.32
3,2BHK,Employed,Low,No,Summer,36.7,52.3,0,0.0,5,8,26.8,0,0,1,1,3.8,1.7,195.1,201.9,812.13,165.53,212.96
2,4BHK,Self-Employed,Medium,Yes,Spring,22.8,46.8,1,1.8,6,19,39.8,0,1,1,1,11.4,1.3,200.7,393.4,2244.19,322.62,342.32
3,1BHK,Homemaker,High,Partial,Monsoon,30.7,91.4,1,4.3,2,6,65.0,0,1,1,1,0.0,3.9,385.1,399.8,2298.31,327.84,349.33
7,1BHK,Self-Employed,Low,No,Summer,34.1,54.3,0,0.0,5,9,23.8,0,1,1,1,5.4,5.9,252.3,242.4,1075.33,198.73,253.61
4,3BHK,Student,High,Yes,Monsoon,29.0,83.5,2,4.0,6,13,57.0,0,1,1,1,8.7,3.8,1319.2,635.1,4298.32,520.78,635.25
4,3BHK,Student,Very High,Partial,Spring,27.3,54.6,2,2.1,8,14,74.4,1,1,1,1,2.3,3.9,558.9,501.9,3165.95,411.54,473.52
5,2BHK,Self-Employed,High,Partial,Winter,16.7,55.2,1,0.0,7,12,55.1,0,1,1,1,9.2,2.5,193.8,180.0,709.9,147.58,199.26
4,4BHK,Retired,High,Partial,Winter,14.8,42.5,1,0.0,8,19,56.0,0,1,1,1,1.3,3.8,203.1,213.3,886.5,174.91,209.07
2,3BHK,Homemaker,Very High,No,Summer,40.5,53.8,3,11.1,6,11,74.0,0,1,1,1,0.0,3.5,465.7,1519.3,11813.81,1245.8,1832.07
8,1BHK,Homemaker,Low,Yes,Summer,38.7,61.3,0,0.0,4,10,27.4,0,0,1,1,4.1,6.2,285.2,227.3,977.48,186.39,247.66
5,2BHK,Self-Employed,Medium,Yes,Spring,27.8,41.7,0,0.0,6,12,43.8,1,0,1,1,7.0,2.1,258.3,239.4,1055.87,196.28,248.39
2,3BHK,Student,Medium,No,Summer,35.3,72.0,0,0.0,5,14,45.8,1,1,1,1,3.1,4.4,245.1,286.2,1360.55,234.71,265.6
4,3BHK,Retired,Very High,Yes,Summer,38.9,66.3,2,10.3,7,14,75.1,1,0,1,1,0.9,7.6,372.7,1250.6,9530.12,1025.49,1315.5
3,3BHK,Homemaker,High,No,Spring,29.8,55.1,2,2.6,5,12,55.6,0,1,1,1,0.4,2.6,491.0,456.1,2776.87,374.0,456.58
5,1BHK,Self-Employed,Medium,No,Spring,22.0,52.3,1,1.8,5,10,41.3,0,1,1,1,4.3,3.1,384.2,294.0,1410.83,241.06,308.42
5,4BHK,Student,High,No,Monsoon,30.2,80.4,1,4.0,8,17,61.4,1,0,1,1,4.7,1.8,527.5,542.3,3509.92,444.72,508.7
4,1BHK,Employed,Medium,No,Summer,36.7,61.3,0,0.0,6,7,48.8,1,0,1,1,2.2,3.7,180.4,275.0,1287.74,225.53,273.23
6,2BHK,Student,Medium,No,Monsoon,30.9,71.5,2,4.2,6,11,35.0,1,1,1,1,7.2,2.9,688.4,705.4,4896.17,578.45,691.44
3,2BHK,Self-Employed,Medium,No,Summer,35.0,64.5,0,0.0,4,11,40.9,0,0,1,1,2.0,3.1,213.6,201.5,809.63,165.21,200.91
5,3BHK,Employed,Very High,No,Summer,39.6,59.2,2,10.2,8,14,79.7,1,1,1,1,1.9,6.0,431.1,1396.3,10768.82,1144.99,1328.88
2,4BHK,Employed,High,No,Winter,14.3,55.3,2,0.0,7,18,58.1,0,1,1,1,3.7,2.6,161.0,199.6,798.01,163.64,185.56
4,1BHK,Student,Low,Partial,Monsoon,32.0,87.3,0,0.0,4,6,14.6,0,0,1,1,6.3,3.5,162.0,204.6,829.78,167.76,199.66
5,2BHK,Homemaker,Low,Yes,Monsoon,30.5,82.3,0,0.0,5,12,26.5,0,1,1,1,2.2,3.3,279.1,249.0,1118.44,204.17,231.72
2,2BHK,Retired,Medium,No,Spring,24.1,44.6,1,1.8,3,10,41.5,0,0,1,1,1.7,4.6,296.0,243.9,1085.51,200.02,259.15
2,2BHK,Self-Employed,Low,No,Spring,30.3,56.0,0,0.0,5,12,12.1,0,1,1,1,2.6,3.5,281.3,200.2,801.01,164.13,218.63
4,3BHK,Self-Employed,High,Yes,Monsoon,29.0,80.5,1,3.7,7,15,58.6,0,1,1,1,5.0,3.2,605.2,444.5,2678.65,364.53,441.04
5,2BHK,Self-Employed,Very High,No,Winter,21.7,57.4,2,0.0,6,17,67.4,0,1,1,1,3.4,3.3,690.8,196.5,784.34,161.15,195.55
3,2BHK,Self-Employed,Low,No,Winter,12.5,40.9,0,0.0,4,8,15.0,0,0,1,1,4.5,3.4,176.4,155.3,598.77,127.33,154.13
2,3BHK,Employed,Low,Partial,Monsoon,30.0,82.2,1,4.0,6,11,21.5,0,1,1,1,7.7,4.3,433.8,466.7,2867.19,382.72,434.83
2,2BHK,Self-Employed,Medium,Partial,Summer,38.3,64.4,0,0.0,3,7,44.6,1,1,1,1,5.0,2.2,167.6,231.4,1003.86,189.72,211.66
4,3BHK,Retired,Low,Yes,Winter,12.6,45.7,0,0.0,6,15,19.1,0,0,1,1,0.0,4.1,224.8,191.6,762.07,157.09,190.67
5,3BHK,Employed,Medium,No,Monsoon,28.7,83.4,1,3.7,7,14,29.4,0,1,1,1,1.6,4.3,435.8,465.2,2854.62,381.5,448.5
3,3BHK,Student,High,No,Winter,18.4,52.1,1,0.0,7,13,58.9,0,1,1,1,7.1,2.2,164.8,167.0,651.42,136.92,183.74
2,2BHK,Homemaker,Very High,No,Monsoon,27.6,84.0,2,3.6,3,8,79.9,1,1,1,1,1.0,2.9,730.1,483.0,3005.16,396.03,528.56
2,2BHK,Homemaker,High,No,Monsoon,29.0,76.1,1,3.6,4,8,54.2,0,0,1,1,1.5,2.4,379.3,350.5,1878.86,287.37,346.77
2,2BHK,Student,High,No,Monsoon,31.8,82.5,0,0.0,7,9,53.4,0,1,1,1,6.6,3.2,214.6,226.9,975.13,186.09,245.79
4,2BHK,Retired,Very High,No,Spring,26.2,49.4,2,1.9,4,10,79.1,0,1,1,1,0.9,6.4,387.9,351.8,1890.59,288.5,381.12
4,2BHK,Employed,Medium,Yes,Monsoon,30.1,79.1,0,0.0,7,11,49.7,0,1,1,1,7.0,4.1,280.3,279.8,1318.39,229.4,263.39
3,2BHK,Self-Employed,High,No,Spring,28.0,49.5,1,2.2,6,13,51.2,1,1,1,1,5.6,3.3,310.3,370.9,2052.33,304.11,346.64
3,3BHK,Employed,Medium,No,Winter,15.0,42.0,1,0.0,5,13,23.9,0,1,1,1,4.4,3.1,389.5,193.3,769.7,158.48,176.74
5,1BHK,Student,Medium,Yes,Winter,20.1,49.2,1,0.0,5,11,30.5,0,1,1,1,6.3,2.6,165.8,206.6,842.67,169.38,182.96
5,1BHK,Employed,High,No,Monsoon,27.8,83.5,1,3.5,5,11,49.8,0,1,1,1,1.6,3.6,426.4,440.9,2647.52,361.53,387.16
4,4BHK,Employed,High,No,Summer,36.8,67.2,2,9.6,9,15,59.5,0,1,1,1,1.6,1.8,1385.9,1276.9,9754.01,1047.09,1226.99
5,1BHK,Self-Employed,High,Partial,Monsoon,30.2,82.6,1,4.1,7,10,43.2,1,1,1,1,8.2,5.2,587.2,515.7,3283.47,422.88,499.55
2,2BHK,Homemaker,High,Partial,Summer,37.1,53.5,2,9.4,5,9,57.1,1,1,1,1,1.6,5.4,381.4,1235.8,9404.25,1013.35,1158.12
2,3BHK,Retired,Medium,Yes,Summer,35.8,60.5,0,0.0,6,12,29.6,0,1,1,1,2.7,3.8,298.4,225.6,966.64,185.02,243.02
6,2BHK,Employed,Low,Yes,Winter,20.5,50.8,0,0.0,9,10,19.2,0,0,1,1,10.1,4.8,220.2,233.8,1019.39,191.68,225.92
2,2BHK,Homemaker,High,No,Monsoon,30.6,79.5,1,4.1,4,8,48.8,0,1,1,1,0.3,2.2,350.2,394.2,2250.81,323.25,370.46
2,1BHK,Student,High,Partial,Winter,13.5,49.3,1,0.0,3,6,43.9,1,1,1,1,6.6,3.4,151.8,134.1,503.51,109.97,141.91
4,1BHK,Employed,Low,Partial,Monsoon,30.0,83.2,0,0.0,6,7,13.4,0,0,1,1,5.0,2.5,430.5,197.6,789.38,162.06,228.35
5,4BHK,Student,Low,Yes,Winter,14.7,49.6,1,0.0,10,17,19.0,0,1,1,1,8.1,4.5,227.3,259.8,1188.46,213.01,251.53
3,2BHK,Homemaker,High,Yes,Monsoon,29.7,78.3,1,3.9,5,9,46.9,1,1,1,1,1.8,5.0,701.4,407.8,2366.7,334.43,427.09
4,1BHK,Self-Employed,Low,Yes,Summer,36.8,54.7,0,0.0,4,8,23.0,0,1,1,1,10.3,2.9,571.6,200.6,804.19,164.53,217.95
4,1BHK,Self-Employed,Medium,No,Spring,25.3,48.0,1,1.8,3,8,44.4,0,1,1,1,2.4,6.3,295.3,252.0,1138.03,206.64,271.69
5,4BHK,Employed,Very High,No,Summer,39.0,57.0,1,9.5,10,17,76.2,1,1,1,1,1.0,6.0,397.1,946.2,6942.83,775.9,849.69
2,2BHK,Student,Low,Partial,Summer,38.9,60.2,0,0.0,3,12,22.1,0,1,1,1,6.5,3.1,234.2,218.8,922.03,179.39,196.72
8,3BHK,Retired,High,Partial,Spring,28.0,51.7,1,2.2,7,16,62.3,1,1,1,1,2.1,6.2,368.1,391.1,2224.5,320.72,403.13
6,2BHK,Homemaker,Low,Yes,Monsoon,29.1,75.1,0,0.0,6,12,14.6,0,1,1,1,1.1,5.1,265.7,210.3,866.69,172.41,259.42
7,1BHK,Employed,Medium,No,Summer,36.7,60.4,0,0.0,5,11,36.4,1,1,1,1,2.3,4.7,232.4,290.5,1387.96,238.17,290.42
7,4BHK,Self-Employed,High,No,Summer,34.1,52.0,2,8.4,9,18,67.5,1,1,1,1,5.5,3.8,1185.3,1092.4,8185.01,895.73,1179.15
5,2BHK,Employed,Low,No,Summer,38.2,64.5,1,9.5,7,11,9.9,0,1,1,1,0.5,4.5,508.0,850.6,6129.83,697.47,738.95
3,1BHK,Employed,High,Partial,Spring,27.5,59.4,1,2.1,3,7,59.1,0,1,1,1,3.9,1.5,313.5,290.2,1386.62,238.0,261.07
5,1BHK,Retired,Medium,Partial,Monsoon,28.7,81.7,1,3.7,6,9,39.1,0,1,1,1,1.1,9.5,342.3,432.5,2576.15,354.64,430.78
5,2BHK,Employed,Medium,No,Winter,19.1,53.4,1,0.0,6,11,35.3,0,1,1,1,1.6,3.0,192.4,198.7,794.15,162.93,180.4
8,2BHK,Student,Medium,Yes,Monsoon,31.6,79.7,1,4.4,8,15,28.0,0,1,1,1,10.5,4.1,513.8,549.0,3566.6,450.19,545.91
6,2BHK,Student,Medium,No,Winter,18.6,54.3,2,0.0,5,12,39.3,1,0,1,1,3.4,5.3,198.0,200.3,802.01,164.25,194.98
4,2BHK,Self-Employed,Low,Yes,Winter,21.9,47.7,0,0.0,5,11,37.5,0,1,1,1,7.7,4.5,157.8,182.5,721.07,149.62,185.34
5,1BHK,Employed,Low,No,Summer,35.4,52.3,0,0.0,4,7,17.7,0,0,1,1,3.9,3.3,225.0,189.2,751.21,155.11,206.48
7,4BHK,Employed,Low,Partial,Monsoon,26.0,70.0,2,3.0,9,18,18.9,0,0,1,1,6.6,3.7,592.4,682.9,4704.28,559.94,629.16
4,4BHK,Employed,Medium,Yes,Winter,16.6,47.8,1,0.0,7,15,40.3,1,1,1,1,8.8,2.8,217.8,208.7,856.78,171.16,210.18
4,2BHK,Homemaker,High,Yes,Summer,36.0,53.4,1,8.6,5,12,65.4,0,0,1,1,2.5,3.1,555.4,643.1,4366.31,527.34,637.79
7,2BHK,Homemaker,Low,No,Winter,17.4,45.8,1,0.0,6,12,17.0,0,0,1,1,1.2,6.0,221.9,219.5,926.49,179.96,207.35
4,2BHK,Homemaker,Low,Partial,Winter,12.9,44.7,1,0.0,4,9,23.4,0,1,1,1,2.9,3.9,154.3,171.8,672.91,140.84,162.65
6,3BHK,Self-Employed,Medium,Partial,Monsoon,27.7,76.1,2,3.5,6,16,15.8,0,1,1,1,5.5,5.3,661.2,703.2,4877.07,576.61,619.04
2,4BHK,Employed,Very High,No,Winter,13.8,51.2,3,0.0,6,15,81.6,1,1,1,1,0.8,4.4,183.3,169.5,662.74,138.99,169.72
6,3BHK,Employed,Medium,Yes,Spring,23.3,52.1,0,0.0,6,14,29.5,1,1,1,1,10.7,4.7,234.6,283.3,1341.54,232.32,283.88
8,2BHK,Homemaker,High,Yes,Monsoon,29.0,80.3,1,3.7,7,14,49.1,0,1,1,1,2.1,5.5,819.4,491.4,3077.31,402.99,467.02
1,1BHK,Employed,High,No,Summer,34.9,61.3,1,8.3,1,4,63.1,0,1,1,1,3.2,2.4,598.7,481.2,2990.05,394.57,512.52
4,2BHK,Student,High,No,Spring,28.1,54.6,2,2.3,5,10,48.5,0,1,1,1,2.9,2.3,304.0,459.5,2805.72,376.79,430.24
